170878573280531,7422
170876656767125,1859
170878930853719,1718
246435929664742,1998
170873497929928,1718
246423364151440,4999
170908265723933,8535
170909143491460,1859
170909142151227,1504
170900908888446,1859
194582439082172,4999
246387241631227,3528
170900146869669,4774
194582913035129,5197
194580792104974,8535
194575391336941,3528
246364168525129,4774
170887028516909,3528
246355326286220,7794
246354806083968,1859
246351847690662,1518
246357600522415,3806
246350289825381,1518
170884268703185,3036
170887180480195,3036
170838090417618,1518
246351208681751,3036
246352286144843,5650
170884547087248,2260
170835058131571,7590
246349449287618,1518
246352084645693,7590
170883748172282,4554
246350166239305,4554
194562317617436,3036
246355480437178,6072
194561878343402,4554
194564951561846,6072
194563475226225,3036
170885303325413,4554
170835855282888,4554
170884504286810,3036
246349646272961,3036
246352283428082,1518
170884383545137,1518
170884024635649,3390
246352682142277,1518
194562914931488,4554
194564351592789,6072
194563952878234,1518
170885380960056,3036
170882468134701,3036
194560679634003,3036
170835693021659,4554
170883466516956,6072
194562034986301,1518
194562234506502,6072
246351241797702,4554
246350085077472,7590
194561355885103,6072
246347847408703,5650
170882028438972,6072
194561436646329,1859
170835053273658,1518
246348684766187,1518
194561235801684,2260
194561515544685,1518
246348764036329,1859
170835012218426,7590
170883342853999,1518
170834733118082,1518
246348523996893,3036
246347925091065,3036
246350362271113,3036
170834891998451,3036
194561833328524,3036
170835531086924,3036
170882943686220,9597
170882943686220,9597
170834413321638,7590
194560915176225,4554
194559877953603,3036
246346605919301,3036
246344488225819,6072
194559158756524,5650
194559198194526,1518
246342728857178,5650
170882103560485,6072
246345883684023,3390
194558396852523,4554
170880946433302,6072
246347041705798,3036
246347920268082,3036
194558117124526,1518
194555959564177,4554
170831735772783,4554
246340809444155,4554
246343324678744,6072
194555837471071,7590
246343724004481,6072
170879226931062,7590
246345001789888,1518
170831494582891,1518
170832292866494,7590
194558153620479,4554
246344041569163,3036
170830097248234,2260
246340645807314,7590
246342364440207,7590
246338808818207,3390
246342962988512,1518
170880900305763,7590
170878228812953,4554
170831532649608,3036
194558470762858,4554
170831172970005,6072
246338047818512,3036
170879782163233,1518
194556673355074,4554
170879861422748,1130
246341441665272,4554
194554716394687,3036
246342560326879,3036
170875949894687,1518
246336245889062,7590
194553039159261,4554
194553315624105,1518
246334087912224,7590
170829450682369,4554
246338481476740,1518
170828931628099,3036
194552197200915,4554
194554354360163,3036
170828571969299,1518
246335286581005,1130
170876784318442,1518
194550638884320,1518
246337321980779,4554
246336082924529,3036
194553793354488,3036
246336602137426,4554
246329889780034,4554
170827054053105,3036
246334564599728,6072
170877300212043,6072
170876741584400,3036
170875226407722,4554
246331926199899,4554
246334524010011,3390
246330646218577,1130
246331445805522,1518
246328448828491,3390
170823619572500,4554
170823499941908,3036
170874942581652,3036
194550313508151,3036
246332402742012,3036
194550791546490,3036
246326368336428,1518
194550750627466,3036
246327486323776,4554
194550590156645,4520
246331800762681,3036
170822658084529,4554
170873581624823,1518
170871549504248,7590
170823533919361,6072
170823733349399,1130
170822775702012,3036
170871028966428,1518
170822335457357,4554
246327963129534,6072
246325606076428,1518
194547634476340,4554
246326444493256,3036
170870707339980,4554
246323566251503,4554
194547193086688,3036
194546635115014,8901
246326562050457,3036
194547351869391,3036
246323406075331,5650
246324523273955,3036
170820297156461,6072
170820854326367,6072
246323522111096,3036
246321644586667,3036
194545831814144,3036
194545152674328,3036
194543914144000,6072
170869662254733,1130
194541678300079,4554
194543314745354,3036
246314648852845,4554
246317045307211,1518
246318882566678,6072
246317484813955,1518
194542072345448,3390
170816416318739,1130
170865388795389,3036
194542311766282,1518
170867223912742,6072
246318400217403,1130
246311968268603,3036
246317281866239,4554
170818170425491,1518
170817093064393,4554
194538878301805,3036
170816493319713,4554
194541152729674,4554
170865426025190,4554
170814858757747,4554
194540235006050,7590
170865505095756,1518
246309288409773,4554
246313603409542,3036
194538355380234,7590
246313041901805,3036
246311123558967,4554
170812939815199,3036
194539830785297,1130
246307646009471,4554
246307288202696,1518
170862068150389,3390
170862706599495,1518
246310800673177,4554
170862746797111,4554
170862704953393,4554
246305687701961,3036
194534036429709,6072
170811855501178,4554
194532799887866,1518
246305043734669,4554
194534274124813,6072
246307321038187,4554
170809299825713,1518
194532436385945,1518
170812012852366,1518
246301127598538,6072
194531718421641,285.4
194531718421641,285.4
170862021148739,1518
246300168466282,4554
194529559898301,4554
170809614887245,4554
246301083948739,1518
194531433733518,5650
194531873122695,1518
170810530241961,3036
246301082047692,1518
170856987735098,2260
246297447529539,1518
246299603306574,3036
246300762007403,6072
194527159547410,3036
194529715348361,4554
170859141138498,1518
170856626783987,3036
170856707159360,3390
246296526265344,4554
194530592247921,1518
246293328778120,6072
194530271876432,3036
246296724154025,4520
246294964892584,1518
246293565455601,4554
194529271145006,3036
246290209437409,4554
170806455073686,3036
170857260721343,1518
194527914890759,3036
194529430387381,3036
246295282240628,1130
194525637124328,3036
170805216044818,1518
194528190460244,1518
170855901677187,3528
194524356985519,6072
170805495201452,3036
170854067382975,3036
194525714180343,3036
170854624090545,1518
246287408669177,3390
246287926932201,3036
246291481856205,3390
170852826453138,5650
246288164822142,4554
194522277535247,3036
170853545805978,4554
194521559232859,1130
194521837596730,1130
194525071880141,1518
170803297572734,7590
246285008153465,3036
170853023650132,6072
246286324044731,1518
170802696740870,1518
170802375314444,1518
170853740369988,4554
246282169168758,7590
170803491538359,7590
246283285474570,2260
170800058338286,4554
194519995151199,7590
246279407773826,7590
194516959504437,1518
194516998182839,1518
194517914943274,7590
194515678994437,3036
246281163147959,4554
246276967768466,4554
246276047939802,7590
246281003442395,3036
246279602648819,2260
246281640243295,3036
170797698708067,1518
170799930274721,3036
170848940637618,1518
194516672736760,6072
246276803375415,3036
170847904084194,1859
170846745582395,3036
246272168973616,3036
246271968284158,4520
246276800164522,2260
246270768002049,3036
170797092188481,3036
170847140154731,1518
194512874194827,1518
170844385352201,3036
194514230267669,4999
246266888786860,3036
194511635087408,3036
170843824659748,3036
246269046063102,6072
170842028082078,3036
194509078977692,1518
246267726324241,6072
170795771652839,1518
246265447669424,1859
194511632637561,3036
194509076500496,1518
170795610570176,4554
246263167819140,1518
170794573338019,3036
246262528293719,1518
194509953858067,1518
246265444750822,2260
246268441399140,1518
194508874013401,4554
246266681708361,3036
246260249163359,1518
170841664290406,7590
246263244881819,3036
170790980007310,3036
194508113270752,3036
246262524033188,1518
246264921050141,1518
246265561036663,1518
170793332517203,7590
194508231427618,1518
170839348077113,3036
194504518910822,2260
246263641633670,6072
170790578649327,2260
194503599066989,3036
246263160202012,3036
170839185513281,4554
